Order_ID,Order_Date,Customer_ID,Category,Sales,Profit,Discount
ORD-00725,2024-12-14,CUST-0111,Office Supplies,73.73,4.76,0.17
ORD-00726,2024-12-17,CUST-0003,Technology,609.82,100.0,0.1
ORD-00727,2024-12-13,CUST-0039,Furniture,86.29,-5.97,0.31
ORD-00728,2024-12-12,CUST-0064,Office Supplies,120.08,13.18,0.09
ORD-00729,2024-12-11,CUST-0016,Technology,241.53,35.77,0.13
ORD-00730,2024-12-27,CUST-0013,Office Supplies,83.04,8.79,0.1
ORD-00731,2024-12-11,CUST-0084,Office Supplies,78.43,9.18,0.08
ORD-00732,2024-12-05,CUST-0074,Office Supplies,95.96,12.66,0.05
ORD-00733,2024-12-27,CUST-0090,Technology,574.09,80.05,0.15
ORD-00734,2024-12-27,CUST-0116,Furniture,664.5,18.12,0.13
ORD-00735,2024-12-23,CUST-0112,Technology,672.2,98.55,0.13
ORD-00736,2024-12-20,CUST-0120,Furniture,514.23,23.18,0.1
ORD-00737,2025-01-03,CUST-0042,Technology,694.36,108.91,0.11
ORD-00738,2025-01-07,CUST-0052,Technology,634.11,68.77,0.2
ORD-00739,2025-01-18,CUST-0084,Office Supplies,152.51,17.28,0.08
ORD-00740,2025-01-20,CUST-0030,Office Supplies,103.59,10.92,0.1
ORD-00741,2025-01-04,CUST-0112,Furniture,512.36,-8.26,0.21
ORD-00742,2025-01-08,CUST-0074,Office Supplies,118.68,12.28,0.1
ORD-00743,2025-01-02,CUST-0026,Technology,764.4,122.07,0.11
ORD-00744,2025-01-21,CUST-0035,Technology,837.6,111.4,0.16
ORD-00745,2025-01-15,CUST-0094,Office Supplies,88.14,4.58,0.2
ORD-00746,2025-01-27,CUST-0069,Technology,808.48,106.95,0.16
ORD-00747,2025-01-20,CUST-0054,Office Supplies,88.55,9.16,0.1
ORD-00748,2025-01-21,CUST-0094,Furniture,267.88,-13.04,0.27
ORD-00749,2025-01-08,CUST-0100,Furniture,269.81,-2.4,0.2
ORD-00750,2025-01-10,CUST-0010,Office Supplies,99.14,5.58,0.19
ORD-00751,2025-01-20,CUST-0059,Furniture,393.08,-4.21,0.2
ORD-00752,2025-01-19,CUST-0043,Furniture,276.35,10.4,0.11
ORD-00753,2025-01-22,CUST-0037,Furniture,269.59,-9.88,0.25
ORD-00754,2025-01-17,CUST-0006,Office Supplies,145.07,14.39,0.11
ORD-00755,2025-01-03,CUST-0110,Office Supplies,126.42,9.16,0.16
ORD-00756,2025-01-18,CUST-0035,Office Supplies,119.39,16.36,0.04
ORD-00757,2025-01-17,CUST-0086,Furniture,125.95,-5.15,0.26
ORD-00758,2025-01-13,CUST-0052,Furniture,582.85,0.44,0.18
ORD-00759,2025-01-02,CUST-0057,Office Supplies,151.0,13.42,0.13
ORD-00760,2025-01-12,CUST-0047,Furniture,631.06,2.82,0.17
ORD-00761,2025-01-01,CUST-0002,Technology,737.88,103.67,0.14
ORD-00762,2025-01-03,CUST-0100,Furniture,219.5,-10.97,0.27
ORD-00763,2025-01-24,CUST-0105,Technology,599.77,92.0,0.12
ORD-00764,2025-01-04,CUST-0069,Office Supplies,115.84,15.38,0.05
ORD-00765,2025-01-24,CUST-0021,Office Supplies,95.54,9.26,0.11
ORD-00766,2025-01-05,CUST-0051,Office Supplies,92.64,11.33,0.07
ORD-00767,2025-01-18,CUST-0060,Technology,613.64,82.27,0.16
ORD-00768,2025-01-21,CUST-0120,Technology,634.46,80.18,0.17
ORD-00769,2025-01-25,CUST-0102,Technology,369.87,52.77,0.14
ORD-00770,2025-01-23,CUST-0007,Office Supplies,99.12,8.85,0.13
ORD-00771,2025-01-06,CUST-0035,Furniture,542.86,23.27,0.1
ORD-00772,2025-01-03,CUST-0066,Office Supplies,117.84,11.6,0.11
ORD-00773,2025-01-15,CUST-0021,Office Supplies,111.05,11.97,0.09
ORD-00774,2025-01-07,CUST-0008,Technology,788.68,123.52,0.12
ORD-00775,2025-01-07,CUST-0094,Technology,421.24,51.33,0.18
ORD-00776,2025-01-11,CUST-0031,Office Supplies,85.0,6.93,0.14
ORD-00777,2025-01-17,CUST-0110,Office Supplies,122.95,17.6,0.03
ORD-00778,2025-01-27,CUST-0033,Furniture,286.97,-15.93,0.28
ORD-00779,2025-01-09,CUST-0103,Furniture,449.23,14.97,0.12
ORD-00780,2025-01-21,CUST-0029,Technology,803.84,131.13,0.1
ORD-00781,2025-01-12,CUST-0038,Technology,722.02,76.23,0.21
ORD-00782,2025-01-02,CUST-0043,Office Supplies,115.81,14.38,0.07
ORD-00783,2025-01-11,CUST-0062,Office Supplies,104.11,9.2,0.13
ORD-00784,2025-01-26,CUST-0119,Technology,647.52,69.56,0.2
ORD-00785,2025-01-13,CUST-0030,Furniture,302.51,6.91,0.14
ORD-00786,2025-01-13,CUST-0042,Office Supplies,80.44,9.28,0.08
ORD-00787,2025-01-06,CUST-0095,Technology,955.31,159.38,0.1
ORD-00788,2025-01-16,CUST-0091,Furniture,443.28,4.21,0.16
ORD-00789,2025-01-26,CUST-0068,Furniture,309.1,2.65,0.17
ORD-00790,2025-01-26,CUST-0032,Furniture,460.47,3.78,0.17
ORD-00791,2025-01-14,CUST-0076,Technology,346.03,53.23,0.12
ORD-00792,2025-01-20,CUST-0005,Technology,847.56,130.11,0.12
ORD-00793,2025-01-06,CUST-0100,Office Supplies,51.69,3.13,0.18
ORD-00794,2025-01-11,CUST-0023,Furniture,458.5,19.49,0.1
ORD-00795,2025-01-11,CUST-0053,Technology,1008.49,119.14,0.19
ORD-00796,2025-01-10,CUST-0071,Office Supplies,98.69,13.06,0.05
ORD-00797,2025-01-23,CUST-0086,Furniture,484.8,-9.02,0.22
ORD-00798,2025-01-23,CUST-0005,Furniture,419.71,24.42,0.08
ORD-00799,2025-01-15,CUST-0045,Furniture,540.5,12.24,0.14
ORD-00800,2025-01-28,CUST-0035,Technology,612.68,79.4,0.16
ORD-00801,2025-01-20,CUST-0018,Office Supplies,95.23,8.71,0.12
ORD-00802,2025-01-09,CUST-0070,Office Supplies,84.83,7.94,0.12
ORD-00803,2025-01-26,CUST-0014,Furniture,446.38,12.47,0.13
ORD-00804,2025-01-03,CUST-0087,Office Supplies,97.06,10.01,0.1
ORD-00805,2025-01-13,CUST-0089,Office Supplies,102.01,11.13,0.09
ORD-00806,2025-01-26,CUST-0022,Furniture,594.59,5.87,0.16
ORD-00807,2025-01-06,CUST-0111,Office Supplies,113.9,4.18,0.22
ORD-00808,2025-02-05,CUST-0036,Office Supplies,105.8,14.33,0.04
ORD-00809,2025-02-22,CUST-0055,Office Supplies,87.79,8.15,0.12
ORD-00810,2025-02-02,CUST-0066,Office Supplies,115.21,14.57,0.06
ORD-00811,2025-02-08,CUST-0021,Technology,788.22,111.3,0.14
ORD-00812,2025-02-12,CUST-0113,Office Supplies,82.56,7.56,0.12
ORD-00813,2025-02-19,CUST-0045,Furniture,424.98,8.94,0.14
ORD-00814,2025-02-05,CUST-0095,Technology,774.56,137.34,0.08
ORD-00815,2025-02-12,CUST-0090,Office Supplies,143.35,15.46,0.09
ORD-00816,2025-02-25,CUST-0011,Furniture,452.08,-9.16,0.22
ORD-00817,2025-02-05,CUST-0029,Technology,644.58,107.51,0.1
ORD-00818,2025-02-13,CUST-0075,Furniture,667.73,-8.03,0.2
ORD-00819,2025-02-09,CUST-0080,Technology,759.45,123.97,0.1
ORD-00820,2025-02-04,CUST-0029,Technology,879.62,144.22,0.1
ORD-00821,2025-02-06,CUST-0067,Technology,506.5,59.61,0.19
ORD-00822,2025-02-13,CUST-0027,Furniture,591.84,13.39,0.14
ORD-00823,2025-02-04,CUST-0112,Office Supplies,119.09,11.23,0.12
ORD-00824,2025-02-09,CUST-0106,Technology,598.54,85.66,0.14
ORD-00825,2025-02-07,CUST-0080,Office Supplies,150.12,16.11,0.1
ORD-00826,2025-02-10,CUST-0095,Office Supplies,69.48,5.94,0.14
ORD-00827,2025-02-16,CUST-0025,Office Supplies,131.57,21.05,0.0
ORD-00828,2025-02-05,CUST-0081,Technology,718.63,112.24,0.12
ORD-00829,2025-02-15,CUST-0023,Office Supplies,100.33,14.29,0.03
ORD-00830,2025-02-23,CUST-0001,Technology,690.31,106.14,0.12
ORD-00831,2025-02-03,CUST-0056,Furniture,269.72,-7.12,0.23
ORD-00832,2025-02-28,CUST-0005,Office Supplies,110.57,12.01,0.09
ORD-00833,2025-02-22,CUST-0096,Office Supplies,69.19,11.07,0.0
ORD-00834,2025-02-03,CUST-0070,Technology,651.54,86.59,0.16
ORD-00835,2025-02-10,CUST-0117,Furniture,367.75,-2.35,0.19
ORD-00836,2025-02-28,CUST-0103,Office Supplies,139.33,14.24,0.11
ORD-00837,2025-02-23,CUST-0109,Technology,540.29,94.28,0.08
ORD-00838,2025-02-21,CUST-0007,Office Supplies,119.78,12.46,0.1
ORD-00839,2025-02-12,CUST-0029,Technology,597.06,100.93,0.09
ORD-00840,2025-02-04,CUST-0045,Furniture,587.92,17.06,0.13
ORD-00841,2025-02-26,CUST-0065,Office Supplies,101.44,6.61,0.17
ORD-00842,2025-02-26,CUST-0029,Technology,596.52,73.15,0.18
ORD-00843,2025-02-12,CUST-0077,Furniture,467.12,1.57,0.18
ORD-00844,2025-02-12,CUST-0010,Furniture,202.3,-4.93,0.23
ORD-00845,2025-02-18,CUST-0012,Furniture,461.01,24.25,0.09
ORD-00846,2025-02-03,CUST-0017,Technology,778.81,123.25,0.11
ORD-00847,2025-02-13,CUST-0108,Technology,445.53,80.36,0.07
ORD-00848,2025-02-24,CUST-0103,Office Supplies,99.5,11.76,0.08
ORD-00849,2025-02-14,CUST-0070,Furniture,386.92,-1.54,0.19
ORD-00850,2025-02-27,CUST-0068,Office Supplies,121.27,13.02,0.1
ORD-00851,2025-02-05,CUST-0089,Furniture,503.9,23.25,0.1
ORD-00852,2025-02-21,CUST-0048,Office Supplies,99.3,8.31,0.14
ORD-00853,2025-02-15,CUST-0087,Technology,719.06,65.73,0.23
ORD-00854,2025-02-12,CUST-0105,Office Supplies,74.67,8.18,0.09
ORD-00855,2025-02-27,CUST-0114,Technology,673.08,125.12,0.06
ORD-00856,2025-02-21,CUST-0028,Office Supplies,76.34,7.78,0.11
ORD-00857,2025-02-25,CUST-0048,Furniture,556.28,5.31,0.16
ORD-00858,2025-02-14,CUST-0040,Office Supplies,86.17,11.47,0.05
ORD-00859,2025-02-28,CUST-0050,Furniture,342.6,-12.54,0.25
ORD-00860,2025-02-04,CUST-0052,Technology,519.86,84.84,0.1
ORD-00861,2025-02-10,CUST-0038,Furniture,459.25,-3.6,0.2
ORD-00862,2025-02-11,CUST-0106,Technology,834.93,125.78,0.13
ORD-00863,2025-02-08,CUST-0044,Office Supplies,88.2,5.14,0.19
ORD-00864,2025-02-17,CUST-0102,Technology,269.7,36.24,0.16
ORD-00865,2025-02-28,CUST-0028,Office Supplies,78.98,6.84,0.13
ORD-00866,2025-02-07,CUST-0052,Technology,748.36,103.22,0.15
ORD-00867,2025-02-18,CUST-0120,Furniture,213.53,4.91,0.14
ORD-00868,2025-02-21,CUST-0107,Technology,519.71,71.73,0.15
ORD-00869,2025-02-18,CUST-0056,Technology,403.19,38.74,0.23
ORD-00870,2025-02-21,CUST-0102,Technology,618.6,62.88,0.22
ORD-00871,2025-02-19,CUST-0005,Technology,863.5,174.31,0.03
ORD-00872,2025-02-22,CUST-0033,Technology,435.36,39.32,0.24
ORD-00873,2025-02-20,CUST-0094,Furniture,119.86,-1.82,0.21
ORD-00874,2025-02-19,CUST-0040,Technology,804.09,116.51,0.14
ORD-00875,2025-02-28,CUST-0088,Technology,471.62,40.19,0.25
ORD-00876,2025-02-02,CUST-0109,Technology,831.06,119.59,0.14
ORD-00877,2025-02-25,CUST-0035,Office Supplies,89.96,11.42,0.06
ORD-00878,2025-02-21,CUST-0077,Furniture,441.53,10.88,0.14
ORD-00879,2025-02-19,CUST-0049,Technology,316.8,38.83,0.18
ORD-00880,2025-02-21,CUST-0061,Furniture,329.74,5.34,0.15
ORD-00881,2025-02-21,CUST-0030,Technology,786.13,134.41,0.09
ORD-00882,2025-02-21,CUST-0016,Furniture,324.04,-0.42,0.18
ORD-00883,2025-02-16,CUST-0001,Office Supplies,72.83,6.03,0.14
ORD-00884,2025-02-26,CUST-0081,Technology,747.83,110.95,0.13
ORD-00885,2025-02-10,CUST-0116,Office Supplies,101.0,5.02,0.2
ORD-00886,2025-03-23,CUST-0005,Furniture,500.96,9.54,0.15
ORD-00887,2025-03-15,CUST-0010,Technology,541.43,60.2,0.2
ORD-00888,2025-03-15,CUST-0080,Furniture,489.62,13.23,0.13
ORD-00889,2025-03-20,CUST-0055,Technology,776.18,99.01,0.17
ORD-00890,2025-03-28,CUST-0018,Technology,788.79,121.47,0.12
ORD-00891,2025-03-24,CUST-0059,Office Supplies,93.97,8.83,0.12
ORD-00892,2025-03-12,CUST-0040,Office Supplies,110.79,12.76,0.08
ORD-00893,2025-03-05,CUST-0108,Office Supplies,28.11,1.11,0.22
ORD-00894,2025-03-17,CUST-0061,Office Supplies,117.47,15.47,0.05
ORD-00895,2025-03-11,CUST-0092,Furniture,366.53,-9.28,0.23
ORD-00896,2025-03-04,CUST-0049,Technology,267.11,37.87,0.14
ORD-00897,2025-03-08,CUST-0067,Technology,424.6,50.4,0.18
ORD-00898,2025-03-02,CUST-0065,Technology,316.05,29.31,0.23
ORD-00899,2025-03-13,CUST-0061,Technology,452.81,70.12,0.12
ORD-00900,2025-03-14,CUST-0052,Office Supplies,165.72,10.96,0.17
ORD-00901,2025-03-28,CUST-0072,Technology,924.47,161.93,0.08
ORD-00902,2025-03-27,CUST-0072,Office Supplies,112.63,11.47,0.11
ORD-00903,2025-03-19,CUST-0092,Technology,535.74,49.48,0.23
ORD-00904,2025-03-07,CUST-0037,Office Supplies,65.81,5.8,0.13
ORD-00905,2025-03-16,CUST-0083,Office Supplies,71.04,4.11,0.19
ORD-00906,2025-03-15,CUST-0108,Office Supplies,68.53,4.69,0.17
ORD-00907,2025-03-10,CUST-0026,Furniture,589.97,6.04,0.16
ORD-00908,2025-03-03,CUST-0045,Furniture,548.25,-2.28,0.19
ORD-00909,2025-03-17,CUST-0116,Office Supplies,146.89,20.36,0.04
ORD-00910,2025-03-08,CUST-0075,Furniture,409.51,1.62,0.17
ORD-00911,2025-03-12,CUST-0008,Technology,796.78,122.19,0.12
ORD-00912,2025-03-10,CUST-0053,Technology,652.92,97.21,0.13
ORD-00913,2025-03-27,CUST-0084,Furniture,446.59,7.59,0.15
ORD-00914,2025-03-16,CUST-0047,Office Supplies,96.29,10.24,0.1
ORD-00915,2025-03-01,CUST-0030,Technology,839.03,119.82,0.14
ORD-00916,2025-03-14,CUST-0032,Office Supplies,64.12,6.92,0.09
ORD-00917,2025-03-09,CUST-0089,Technology,854.55,129.42,0.12
ORD-00918,2025-03-25,CUST-0007,Office Supplies,126.03,12.29,0.11
ORD-00919,2025-03-02,CUST-0100,Furniture,236.81,-13.32,0.28
ORD-00920,2025-03-19,CUST-0014,Furniture,560.87,16.78,0.13
ORD-00921,2025-03-12,CUST-0084,Furniture,410.76,11.7,0.13
ORD-00922,2025-03-03,CUST-0106,Furniture,554.0,12.07,0.14
ORD-00923,2025-03-15,CUST-0083,Furniture,236.35,-17.47,0.32
ORD-00924,2025-03-09,CUST-0102,Office Supplies,84.59,3.3,0.22
ORD-00925,2025-03-20,CUST-0015,Office Supplies,73.84,7.86,0.1
ORD-00926,2025-03-04,CUST-0016,Office Supplies,72.5,7.04,0.11
ORD-00927,2025-03-04,CUST-0074,Technology,655.11,78.56,0.18
ORD-00928,2025-03-26,CUST-0090,Furniture,371.66,22.65,0.07
ORD-00929,2025-03-18,CUST-0088,Office Supplies,48.4,3.34,0.17
ORD-00930,2025-03-25,CUST-0064,Office Supplies,117.47,15.22,0.06
ORD-00931,2025-03-20,CUST-0101,Technology,474.8,68.18,0.14
ORD-00932,2025-03-17,CUST-0074,Furniture,316.57,10.41,0.12
ORD-00933,2025-03-02,CUST-0082,Technology,686.57,136.32,0.04
ORD-00934,2025-03-11,CUST-0042,Technology,622.97,88.98,0.14
ORD-00935,2025-03-17,CUST-0110,Office Supplies,136.55,18.35,0.05
ORD-00936,2025-03-20,CUST-0046,Furniture,520.38,-10.69,0.22
ORD-00937,2025-03-05,CUST-0101,Office Supplies,33.66,2.29,0.17
ORD-00938,2025-03-20,CUST-0069,Technology,871.89,136.08,0.12
ORD-00939,2025-03-13,CUST-0083,Technology,283.24,22.19,0.26
ORD-00940,2025-03-24,CUST-0021,Office Supplies,111.61,12.14,0.09
ORD-00941,2025-03-19,CUST-0118,Office Supplies,110.42,13.24,0.07
ORD-00942,2025-03-27,CUST-0084,Technology,724.1,89.18,0.18
ORD-00943,2025-03-16,CUST-0117,Furniture,433.02,-3.22,0.2
ORD-00944,2025-03-10,CUST-0044,Office Supplies,94.66,10.91,0.08
ORD-00945,2025-03-01,CUST-0069,Furniture,551.85,20.28,0.12
ORD-00946,2025-03-22,CUST-0042,Furniture,443.8,3.67,0.17
ORD-00947,2025-03-14,CUST-0064,Technology,783.27,150.82,0.05
ORD-00948,2025-03-26,CUST-0090,Furniture,528.48,22.69,0.1
ORD-00949,2025-03-28,CUST-0055,Office Supplies,114.02,15.55,0.04
ORD-00950,2025-03-01,CUST-0003,Office Supplies,118.93,11.15,0.12
ORD-00951,2025-03-09,CUST-0037,Furniture,321.89,-14.6,0.26
ORD-00952,2025-03-26,CUST-0044,Office Supplies,57.64,0.75,0.27
ORD-00953,2025-03-19,CUST-0097,Office Supplies,99.79,9.57,0.12
ORD-00954,2025-03-24,CUST-0105,Furniture,345.93,7.89,0.14
ORD-00955,2025-03-16,CUST-0112,Technology,778.12,134.27,0.09
ORD-00956,2025-03-21,CUST-0033,Technology,686.55,79.05,0.19
ORD-00957,2025-03-25,CUST-0083,Office Supplies,62.28,6.66,0.1
ORD-00958,2025-03-05,CUST-0060,Office Supplies,125.3,16.7,0.05
ORD-00959,2025-03-08,CUST-0079,Office Supplies,107.07,12.75,0.07
ORD-00960,2025-03-23,CUST-0104,Technology,720.92,97.36,0.15
ORD-00961,2025-03-01,CUST-0068,Technology,825.71,142.63,0.09
ORD-00962,2025-03-14,CUST-0070,Furniture,454.48,-2.63,0.19
ORD-00963,2025-03-23,CUST-0110,Technology,704.21,93.72,0.16
ORD-00964,2025-03-17,CUST-0057,Technology,625.1,70.16,0.2
ORD-00965,2025-03-16,CUST-0087,Office Supplies,54.43,6.11,0.09
ORD-00966,2025-03-24,CUST-0115,Office Supplies,75.28,8.19,0.09
ORD-00967,2025-03-23,CUST-0011,Office Supplies,52.36,3.23,0.18
ORD-00968,2025-03-07,CUST-0076,Technology,553.04,63.45,0.19
ORD-00969,2025-03-22,CUST-0032,Furniture,488.18,14.86,0.13
ORD-00970,2025-03-13,CUST-0107,Furniture,557.9,2.85,0.17
ORD-00971,2025-03-06,CUST-0053,Technology,639.78,107.18,0.1
ORD-00972,2025-03-18,CUST-0050,Furniture,291.34,-7.1,0.23
ORD-00973,2025-03-12,CUST-0001,Technology,691.84,99.33,0.14
ORD-00974,2025-03-28,CUST-0062,Office Supplies,88.17,10.5,0.07
ORD-00975,2025-04-21,CUST-0053,Office Supplies,129.46,11.92,0.12
ORD-00976,2025-04-09,CUST-0099,Office Supplies,108.58,9.23,0.14
ORD-00977,2025-04-07,CUST-0060,Furniture,413.13,0.53,0.18
ORD-00978,2025-04-09,CUST-0112,Office Supplies,117.33,8.93,0.15
ORD-00979,2025-04-08,CUST-0049,Furniture,145.41,-8.02,0.28
ORD-00980,2025-04-10,CUST-0052,Office Supplies,79.87,8.13,0.11
ORD-00981,2025-04-23,CUST-0038,Office Supplies,71.72,8.3,0.08
ORD-00982,2025-04-23,CUST-0025,Technology,647.34,95.25,0.13
ORD-00983,2025-04-16,CUST-0096,Furniture,461.35,13.17,0.13
ORD-00984,2025-04-26,CUST-0014,Technology,717.85,107.29,0.13
ORD-00985,2025-04-10,CUST-0056,Office Supplies,63.28,5.44,0.13
ORD-00986,2025-04-22,CUST-0009,Technology,888.31,124.44,0.15
ORD-00987,2025-04-13,CUST-0119,Furniture,234.97,-8.19,0.25
ORD-00988,2025-04-25,CUST-0026,Office Supplies,147.93,17.56,0.08
ORD-00989,2025-04-10,CUST-0031,Office Supplies,47.61,2.77,0.19
ORD-00990,2025-04-23,CUST-0104,Technology,705.97,130.77,0.06
ORD-00991,2025-04-15,CUST-0029,Technology,995.94,138.63,0.15
ORD-00992,2025-04-24,CUST-0052,Office Supplies,97.68,14.23,0.03
ORD-00993,2025-04-07,CUST-0036,Furniture,605.34,19.36,0.12
ORD-00994,2025-04-09,CUST-0079,Office Supplies,113.84,13.13,0.08
ORD-00995,2025-04-23,CUST-0025,Office Supplies,115.9,15.59,0.05
ORD-00996,2025-04-04,CUST-0034,Technology,684.14,94.08,0.15
ORD-00997,2025-04-19,CUST-0058,Furniture,364.87,-9.81,0.23
ORD-00998,2025-04-02,CUST-0071,Technology,764.45,128.48,0.09
ORD-00999,2025-04-17,CUST-0007,Office Supplies,110.82,8.08,0.16
ORD-01000,2025-04-08,CUST-0011,Technology,500.79,55.48,0.2
ORD-01001,2025-04-14,CUST-0110,Technology,811.67,117.66,0.14
ORD-01002,2025-04-16,CUST-0103,Technology,643.85,131.77,0.03
ORD-01003,2025-04-25,CUST-0096,Technology,768.34,84.24,0.2
ORD-01004,2025-04-18,CUST-0074,Technology,630.99,96.04,0.12
ORD-01005,2025-04-06,CUST-0089,Office Supplies,111.73,10.76,0.12
ORD-01006,2025-04-16,CUST-0087,Furniture,409.34,13.74,0.12
ORD-01007,2025-04-07,CUST-0013,Furniture,215.15,-5.37,0.23
ORD-01008,2025-04-10,CUST-0039,Office Supplies,75.15,4.54,0.18
ORD-01009,2025-04-21,CUST-0009,Technology,911.21,140.29,0.12
ORD-01010,2025-04-25,CUST-0110,Technology,752.51,97.89,0.16
ORD-01011,2025-04-19,CUST-0075,Technology,1080.91,215.72,0.04
ORD-01012,2025-04-24,CUST-0043,Technology,842.24,105.3,0.17
ORD-01013,2025-04-02,CUST-0095,Office Supplies,145.78,13.63,0.12
ORD-01014,2025-04-06,CUST-0068,Office Supplies,111.7,11.0,0.11
ORD-01015,2025-04-27,CUST-0034,Furniture,615.65,20.41,0.12
ORD-01016,2025-04-02,CUST-0112,Technology,770.65,119.96,0.12
ORD-01017,2025-04-13,CUST-0063,Office Supplies,123.88,13.43,0.09
ORD-01018,2025-04-06,CUST-0022,Office Supplies,133.7,12.37,0.12
ORD-01019,2025-04-28,CUST-0074,Office Supplies,134.32,14.23,0.1
ORD-01020,2025-04-02,CUST-0016,Office Supplies,44.74,3.71,0.14
ORD-01021,2025-04-19,CUST-0082,Technology,895.23,110.1,0.18
ORD-01022,2025-04-11,CUST-0060,Furniture,476.3,6.73,0.16
ORD-01023,2025-04-21,CUST-0089,Technology,738.26,89.75,0.18
ORD-01024,2025-04-16,CUST-0115,Furniture,556.12,0.66,0.18
ORD-01025,2025-04-05,CUST-0088,Office Supplies,74.06,2.17,0.24
ORD-01026,2025-04-15,CUST-0092,Office Supplies,57.07,3.07,0.19
ORD-01027,2025-04-26,CUST-0067,Technology,430.6,45.67,0.21
ORD-01028,2025-04-06,CUST-0084,Technology,886.66,178.72,0.03
ORD-01029,2025-04-21,CUST-0008,Office Supplies,114.92,14.75,0.06
ORD-01030,2025-04-06,CUST-0119,Technology,479.82,33.09,0.27
ORD-01031,2025-04-11,CUST-0016,Technology,551.33,78.55,0.14
ORD-01032,2025-04-19,CUST-0069,Office Supplies,118.87,14.26,0.07
ORD-01033,2025-04-07,CUST-0072,Office Supplies,135.49,14.96,0.09
ORD-01034,2025-04-28,CUST-0036,Technology,638.31,108.0,0.09
ORD-01035,2025-04-13,CUST-0088,Furniture,347.07,-16.15,0.27
ORD-01036,2025-04-17,CUST-0027,Office Supplies,64.58,6.38,0.11
ORD-01037,2025-04-13,CUST-0026,Technology,811.36,117.34,0.14
ORD-01038,2025-04-06,CUST-0109,Office Supplies,105.12,11.55,0.09
ORD-01039,2025-04-16,CUST-0016,Office Supplies,42.12,3.74,0.13
ORD-01040,2025-04-08,CUST-0032,Technology,913.45,122.39,0.16
ORD-01041,2025-04-13,CUST-0086,Technology,373.72,29.82,0.25
ORD-01042,2025-04-25,CUST-0030,Technology,890.12,102.88,0.19
ORD-01043,2025-04-11,CUST-0030,Technology,873.23,144.15,0.1
ORD-01044,2025-04-24,CUST-0002,Technology,978.01,148.23,0.12
ORD-01045,2025-04-09,CUST-0022,Furniture,387.7,-11.64,0.24
ORD-01046,2025-04-23,CUST-0095,Office Supplies,96.86,14.66,0.02
ORD-01047,2025-04-22,CUST-0035,Technology,554.15,92.22,0.1
ORD-01048,2025-04-10,CUST-0028,Technology,532.29,70.3,0.16
ORD-01049,2025-04-22,CUST-0102,Technology,335.32,40.49,0.18
ORD-01050,2025-04-23,CUST-0004,Furniture,344.42,-8.91,0.23
ORD-01051,2025-04-23,CUST-0030,Office Supplies,117.57,9.59,0.14
ORD-01052,2025-04-10,CUST-0051,Technology,756.91,117.14,0.12
ORD-01053,2025-04-08,CUST-0094,Furniture,239.91,-9.44,0.25
ORD-01054,2025-04-05,CUST-0002,Technology,709.6,109.49,0.12
ORD-01055,2025-04-15,CUST-0113,Furniture,463.14,-0.64,0.18
ORD-01056,2025-04-20,CUST-0062,Office Supplies,111.0,3.37,0.24
ORD-01057,2025-05-23,CUST-0053,Furniture,362.12,5.23,0.16
ORD-01058,2025-05-16,CUST-0088,Furniture,247.82,-15.02,0.29
ORD-01059,2025-05-26,CUST-0097,Office Supplies,146.99,19.03,0.06
ORD-01060,2025-05-07,CUST-0002,Office Supplies,96.65,9.96,0.1
ORD-01061,2025-05-22,CUST-0105,Office Supplies,110.28,7.42,0.17
ORD-01062,2025-05-28,CUST-0089,Office Supplies,120.01,10.23,0.14
ORD-01063,2025-05-17,CUST-0087,Office Supplies,106.08,14.14,0.05
ORD-01064,2025-05-23,CUST-0056,Furniture,326.78,-5.49,0.21
ORD-01065,2025-05-19,CUST-0052,Furniture,316.19,7.53,0.14
ORD-01066,2025-05-27,CUST-0004,Technology,517.03,60.02,0.19
ORD-01067,2025-05-17,CUST-0043,Furniture,467.04,8.76,0.15
ORD-01068,2025-05-18,CUST-0099,Technology,746.26,138.71,0.06
ORD-01069,2025-05-11,CUST-0090,Technology,792.86,126.08,0.11
ORD-01070,2025-05-15,CUST-0012,Office Supplies,112.79,16.09,0.03
ORD-01071,2025-05-07,CUST-0012,Technology,772.95,122.78,0.11
ORD-01072,2025-05-16,CUST-0002,Office Supplies,81.43,10.64,0.05
ORD-01073,2025-05-17,CUST-0014,Technology,737.0,152.4,0.02
ORD-01074,2025-05-02,CUST-0018,Furniture,553.22,7.56,0.16
ORD-01075,2025-05-17,CUST-0033,Furniture,196.0,-3.85,0.22
ORD-01076,2025-05-19,CUST-0013,Furniture,281.08,-4.0,0.21
ORD-01077,2025-05-15,CUST-0120,Technology,604.07,101.8,0.09
ORD-01078,2025-05-10,CUST-0115,Office Supplies,117.38,10.03,0.14
ORD-01079,2025-05-13,CUST-0054,Office Supplies,117.53,11.03,0.12
ORD-01080,2025-05-01,CUST-0063,Technology,805.36,134.1,0.1
ORD-01081,2025-05-19,CUST-0013,Office Supplies,66.87,4.24,0.18
ORD-01082,2025-05-14,CUST-0065,Technology,588.57,64.88,0.2
ORD-01083,2025-05-03,CUST-0023,Technology,634.19,97.63,0.12
ORD-01084,2025-05-02,CUST-0055,Furniture,294.11,9.89,0.12
ORD-01085,2025-05-03,CUST-0099,Office Supplies,121.92,17.81,0.03
ORD-01086,2025-05-16,CUST-0096,Office Supplies,117.64,13.91,0.08
